headline,link,image,category
Amy Jackson lashes out at trolls for mocking her transformation and calling it 'ugly'; says 'The moment a woman does it...',https://timesofindia.indiatimes.com/videos/etimes/bollywood/amy-jackson-lashes-out-at-trolls-for-mocking-her-transformation-and-calling-it-ugly-says-the-moment-a-woman-does-it-/videoshow/103928344.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Amy Jackson lashes out at trolls for mocking her transformation and calling it 'ugly'; says 'The moment a woman does it...',https://timesofindia.indiatimes.com/videos/etimes/bollywood/amy-jackson-lashes-out-at-trolls-for-mocking-her-transformation-and-calling-it-ugly-says-the-moment-a-woman-does-it-/videoshow/103928344.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Husband and wife spotted! Parineeti Chopra and Raghav Chadha clicked for the first time after their wedding, actress blushes",https://timesofindia.indiatimes.com/videos/etimes/bollywood/husband-and-wife-spotted-parineeti-chopra-and-raghav-chadha-clicked-for-the-first-time-after-their-wedding-actress-blushes/videoshow/103928841.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Kiya Gift Diya? Sania Mirza gets involved in chit-chat with paparazzi at Udaipur airport, says 'Bohot achi shaddi thi' -#RagneetiWedding",https://timesofindia.indiatimes.com/videos/etimes/bollywood/kiya-gift-diya-sania-mirza-gets-involved-in-chit-chat-with-paparazzi-at-udaipur-airport-says-bohot-achi-shaddi-thi-ragneetiwedding/videoshow/103926475.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Priyanka Chopra gets emotional, blesses newlywed couple Parineeti Chopra and Raghav Chadha: 'My blessings always'",https://timesofindia.indiatimes.com/videos/etimes/bollywood/priyanka-chopra-gets-emotional-blesses-newlywed-couple-parineeti-chopra-and-raghav-chadha-my-blessings-always/videoshow/103926180.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Nayanthara looks unrecognisable in this old video from her TV anchoring days; netizen says ‘Money changes everything’,https://timesofindia.indiatimes.com/videos/etimes/bollywood/nayanthara-looks-unrecognisable-in-this-old-video-from-her-tv-anchoring-days-netizen-says-money-changes-everything/videoshow/103925160.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Mr and Mrs Chadha! Parineeti Chopra-Raghav Chadha's WEDDING pictures out, Wikipedia updates their relationship status",https://timesofindia.indiatimes.com/videos/etimes/bollywood/mr-and-mrs-chadha-parineeti-chopra-raghav-chadhas-wedding-pics-out-wikipedia-updates-their-relationship-status/videoshow/103923042.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
UP: Man dies by suicide in BJP MLA's flat in Lucknow,https://timesofindia.indiatimes.com/city/lucknow/man-dies-by-suicide-in-bjp-mlas-flat-in-lucknow-after-argument-with-girlfriend/articleshow/103928557.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Is becoming a manager or CEO in your luck? Numerologist explains how to decode your birth date,http://timesofindia.indiatimes.com/life-style/relationships/love-sex/is-becoming-a-manager-or-ceo-in-your-luck-numerologist-explains-how-to-decode-your-birth-date/photostory/103928895.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"High cholesterol: Causes, symptoms and how it affects the body",http://timesofindia.indiatimes.com/life-style/health-fitness/health-news/high-cholesterol-causes-symptoms-and-how-it-affects-the-body/photostory/103926826.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
From Dhanushree to Rupesh Rajanna: Celebrities who couldn't cash in on Bigg Boss Kannada fame,http://timesofindia.indiatimes.com/tv/news/kannada/from-dhanushree-to-rupesh-rajanna-celebrities-who-couldnt-cash-in-on-bigg-boss-kannada-fame/photostory/103925786.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
​,http://timesofindia.indiatimes.com/tv/news/tamil/abbas-to-nivisha-kingkon-rumoured-contestants-of-bigg-boss-tamil-7/photostory/103923077.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
World Lung Day: 5 common warning signs of lung disease,http://timesofindia.indiatimes.com/life-style/health-fitness/health-news/world-lung-day-5-common-warning-signs-of-lung-disease/photostory/103921478.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Tollywood’s most anticipated box office clash we all are waiting for,http://timesofindia.indiatimes.com/entertainment/bengali/movies/news/tollywoods-most-anticipated-box-office-clash-we-all-are-waiting-for/photostory/103886065.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Brief psychological treatment can help against anxiety,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/2-hour-online-psychological-treatment-can-help-against-depression-anxiety/articleshow/103929213.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
​All about Parineeti Chopra's choice of pink chooda,https://timesofindia.indiatimes.com/life-style/fashion/celeb-style/all-about-new-bride-parineeti-chopras-choice-of-pink-chooda/articleshow/103921007.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Numerologist explains if becoming a manager is in your luck,https://timesofindia.indiatimes.com/life-style/relationships/love-sex/is-becoming-a-manager-or-ceo-in-your-luck-numerologist-explains-how-to-decode-your-birth-date/photostory/103928895.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Parineeti to Alia: Makeup inspiration from B'wood brides,https://timesofindia.indiatimes.com/life-style/beauty/web-stories/from-parineeti-chopra-to-alia-bhatt-makeup-inspiration-from-bollywood-brides/photostory/103925766.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Are you a good parent? 5 things that prove so,https://timesofindia.indiatimes.com/life-style/parenting/moments/are-you-a-good-parent-5-things-that-prove-you-are/photostory/103928853.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
This is how ginger water can be used in multiple ways,https://timesofindia.indiatimes.com/life-style/food-news/this-is-how-ginger-water-can-be-used-in-multiple-ways/articleshow/103928766.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Gulmarg receives season’s first snowfall, turns into a winter wonderland",https://timesofindia.indiatimes.com/travel/travel-news/gulmarg-receives-seasons-first-snowfall-turns-into-a-winter-wonderland/articleshow/103924887.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
5 heart-touching books written in the form of letters,https://timesofindia.indiatimes.com/life-style/books/features/5-heart-touching-books-written-in-the-form-of-letters/photostory/103873283.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Yoga poses for stress relief,https://timesofindia.indiatimes.com/videos/lifestyle/health-fitness/yoga-poses-for-stress-relief/videoshow/103922147.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Congress will make Madhya Pradesh 'bimaaru', if voted to power, says PM Modi",https://timesofindia.indiatimes.com/videos/news/congress-will-make-madhya-pradesh-bimaaru-if-voted-to-power-says-pm-modi/videoshow/103927906.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Congress will make Madhya Pradesh 'bimaaru', if voted to power, says PM Modi",https://timesofindia.indiatimes.com/videos/news/congress-will-make-madhya-pradesh-bimaaru-if-voted-to-power-says-pm-modi/videoshow/103927906.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
India breaks world record at Asian Games 2023: Watch India's medal tally and the winners,https://timesofindia.indiatimes.com/videos/toi-original/india-breaks-world-record-at-asian-games-2023-watch-indias-medal-tally-and-the-winners/videoshow/103927148.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Parineeti Chopra-Raghav Chadha's WEDDING pics out,https://timesofindia.indiatimes.com/videos/etimes/bollywood/mr-and-mrs-chadha-parineeti-chopra-raghav-chadhas-wedding-pics-out-wikipedia-updates-their-relationship-status/videoshow/103923042.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Watch: Massive 'Sanatan' protests rock Delhi, right wing groups hold protest against Udhaynidhi",https://timesofindia.indiatimes.com/videos/news/watch-massive-sanatan-protests-rock-delhi-right-wing-groups-hold-protest-against-udhaynidhi/videoshow/103925108.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Ajay Devgn's ‘Singham’ image in trouble, HC judge slams him",https://timesofindia.indiatimes.com/videos/etimes/bollywood/singham-cop-delivering-instant-justice-sends-out-wrong-message-bombay-hc-judge-says/videoshow/103922624.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Sindoor and Chooda! Parineeti's FIRST pic as bride,https://timesofindia.indiatimes.com/videos/etimes/bollywood/sindoor-chooda-and-mehendi-parineeti-chopras-first-picture-with-husband-raghav-chadha-out/videoshow/103919853.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Kiara Advani, Alia Bhatt, Parineeti Chopra: Bollywood brides who opted for minimalistic mehendi",https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/kiara-advani-alia-bhatt-parineeti-chopra-bollywood-brides-who-opted-for-minimalistic-mehendi/photostory/103904628.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Sindoor, Chooda and Mehendi! Parineeti Chopra's FIRST picture with husband Raghav Chadha OUT",https://timesofindia.indiatimes.com/videos/etimes/bollywood/sindoor-chooda-and-mehendi-parineeti-chopras-first-picture-with-husband-raghav-chadha-out/videoshow/103919853.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Bollywood actors and their lavish houses in Mumbai,https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/bollywood-actors-and-their-lavish-houses-in-mumbai/photostory/103873012.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Squid Game Season 2: New Players, New Horrors, and What We Know So Far",https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/squid-game-season-2-new-players-new-horrors-and-what-we-know-so-far/articleshow/103834161.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Ankita shows gratitude towards mentor Ekta Kapoor,https://timesofindia.indiatimes.com/tv/news/hindi/ankita-lokhande-shows-gratitude-towards-her-mentor-ekta-kapoor-says-thanku-for-always-going-above-and-beyond-for-me/articleshow/103926486.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Maniesh on how he celebrated Ganesh Chaturthi this year,https://timesofindia.indiatimes.com/tv/news/hindi/maniesh-paul-reveals-how-he-celebrated-ganesh-chaturthi-this-year-says-bappa-blessed-us-by-coming-to-our-house-for-the-15th-year-in-a-row/articleshow/103925612.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Shiv Thakare reveals Salman had said 'ye ladka kuch bada karega',https://timesofindia.indiatimes.com/tv/news/hindi/shiv-thakare-salman-sir-said-that-ye-ladka-kuch-bada-karega/articleshow/103926213.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Rashami Desai’s glamorous ethnic looks,https://timesofindia.indiatimes.com/tv/web-stories/hindi/rashami-desais-glamorous-ethnic-looks/photostory/103922937.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Rashmika Mandanna's Precious and Adorable Moments,https://timesofindia.indiatimes.com/entertainment/telugu/web-stories/rashmika-mandannas-precious-and-adorable-moments/photostory/103905066.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Raashi Khanna's alluring ethnic looks with a Bengali twist,https://timesofindia.indiatimes.com/entertainment/bengali/web-stories/raashi-khannas-alluring-ethnic-looks-with-a-bengali-twist/photostory/103810437.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Nayanthara, Keerthy Suresh, Shriya Saran, best photos of the week",https://timesofindia.indiatimes.com/entertainment/malayalam/web-stories/nayanthara-keerthy-suresh-shriya-saran-best-photos-of-the-week/photostory/103888961.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Amala Paul: Epitome of classic beauty in ethnic,https://timesofindia.indiatimes.com/entertainment/bengali/web-stories/amala-paul-an-epitome-of-classic-beauty-in-ethnic/photostory/103839415.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Best Robot Mops To Clean Your Floors With Zero Manual Effort,https://timesofindia.indiatimes.com/most-searched-products/electronics/vacuum-cleaners/functional-robot-mops-to-clean-your-floors-with-zero-manual-effort/articleshow/80149607.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Luxury smartwatches from Apple, Samsung and more: Elevate your style",https://timesofindia.indiatimes.com/most-searched-products/electronics/wearables/luxury-smartwatches-from-apple-samsung-and-more-elevate-your-style/articleshow/103666547.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"iPhone 15 Price and Sale in India; iPhone 15, Plus, Pro and Pro Max Comparison",https://timesofindia.indiatimes.com/most-searched-products/mobile-phones/mobiles/iphone-15-and-iphone-14-plus-pro-and-pro-max-comparison-iphone-15-release-date-and-details-here/articleshow/103490115.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Best 4K Monitors from LG, Samsung, Dell & more",https://timesofindia.indiatimes.com/most-searched-products/electronics/monitors/buy-these-4k-monitors-from-lg-samsung-and-dell-that-are-ideal-for-watching-movies-and-playing-games/articleshow/76068566.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Best triple door refrigerators in India,https://timesofindia.indiatimes.com/most-searched-products/electronics/refrigerators/triple-door-fridge-best-options-in-india/articleshow/94814263.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Washing Machine Price: Best Options In Different Price Brackets,https://timesofindia.indiatimes.com/most-searched-products/electronics/washing-machine/washing-machine-price-best-options-in-different-price-brackets/articleshow/97453178.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Bluetooth earbuds: Best options to buy,https://timesofindia.indiatimes.com/most-searched-products/electronics/headphones/bluetooth-earbuds-that-you-can-buy-right-now/articleshow/71615666.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Best Microwaves Ovens That Help You Save Time in The Kitchen,https://timesofindia.indiatimes.com/most-searched-products/kitchen-and-dining/small-appliances/best-microwaves-from-lg-samsung-and-ifb-that-help-you-save-time-in-the-kitchen/articleshow/73552916.cms?utm_source=toi-homepage&utm_medium=web-shopping-destination&utm_campaign=msp-shopping,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Asian Games Live: Women's cricket team wins India's second gold,https://timesofindia.indiatimes.com/sports/asian-games-2023/live-updates-of-asian-games-2023-day-2-shooting-wushu-artistic-gymnastics-tennis-judo-swimming-rowing-cricket-boxing-basketball-chess/liveblog/103916023.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Hangzhou Asian Games: Lekh Ram, Babu Lal clinch India’s second rowing medal, settle for Bronze in Men’s Pair Final",https://timesofindia.indiatimes.com/videos/sports/other-sports/hangzhou-asian-games-lekh-ram-babu-lal-clinch-indias-second-rowing-medal-settle-for-bronze-in-mens-pair-final/videoshow/103908385.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Hangzhou Asian Games: Indian athlete Punit Kumar bags silver medal in men’s coxed eight event,https://timesofindia.indiatimes.com/videos/sports/other-sports/hangzhou-asian-games-indian-rowers-bags-silver-medal-in-mens-coxed-eight-team-event/videoshow/103905749.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Asiad: Indian women's cricket team wins gold in their maiden appearance,https://timesofindia.indiatimes.com/sports/asian-games-2023/asian-games-indian-womens-cricket-team-wins-gold-in-their-maiden-appearance-at-the-games/articleshow/103929999.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Asian Games: Indian men's 10m air rifle team clinches gold, sets WR",https://timesofindia.indiatimes.com/sports/asian-games-2023/india-asian-games/hangzhou-asian-games-indian-mens-10m-air-rifle-team-clinches-gold-sets-world-record/articleshow/103918399.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
How India won the 2nd ODI against Australia to seal series,https://timesofindia.indiatimes.com/sports/cricket/australia-in-india/how-india-won-the-rain-marred-second-odi-against-australia-to-seal-series/articleshow/103913258.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Asian Games: Indian rowers clinch two bronze medals on Day 2,https://timesofindia.indiatimes.com/sports/asian-games-2023/india-asian-games/asian-games-indian-rowers-win-bronze-in-mens-four-event/articleshow/103918915.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
I was eagerly waiting to come back and perform for the team: Iyer,https://timesofindia.indiatimes.com/sports/cricket/australia-in-india/shreyas-iyer-it-was-one-of-my-finest-innings-especially-coming-out-of-an-injury-i-was-eagerly-waiting-to-come-back-and-perform-for-the-team/articleshow/103918967.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Acclimatization, 'desert storm' behind India's medal rush in rowing",https://timesofindia.indiatimes.com/sports/asian-games-2023/india-asian-games/asian-games-acclimatization-desert-storm-behind-indias-medal-rush-in-rowing/articleshow/103908360.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Records galore vs Australia! India first team to attain this in ODIs,https://timesofindia.indiatimes.com/sports/cricket/australia-in-india/records-galore-vs-australia-india-first-team-to-attain-this-in-odis/articleshow/103912076.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Watch: 'Super' Surya smashes Green for four consecutive sixes,https://timesofindia.indiatimes.com/sports/cricket/australia-in-india/watch-super-surya-smashes-cameron-green-for-four-consecutive-sixes/articleshow/103910262.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Tecno Phantom V Flip 5G vs Oppo Find N2 Flip: Flip phones compared,https://timesofindia.indiatimes.com/gadgets-news/tecno-phantom-v-flip-5g-vs-oppo-find-n2-flip-flip-phones-compared/photostory/103929170.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Tata Communications joins Air France–KLM’s sustainable aviation fuel programme,https://timesofindia.indiatimes.com/business/india-business/tata-communications-joins-air-franceklms-sustainable-aviation-fuel-programme/articleshow/103930119.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Many IPOs hit Indian stock markets: Should you invest? FAQs Answered | IPO Investment Guide,https://timesofindia.indiatimes.com/videos/business/many-ipos-hit-indian-stock-markets-should-you-invest-faqs-answered-ipo-investment-guide/videoshow/103845516.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"India Middle East Europe Corridor: How India Aims To Counter China, Pakistan - Explained | G20",https://timesofindia.indiatimes.com/videos/business/india-middle-east-europe-corridor-how-india-aims-to-counter-china-pakistan-explained-g20/videoshow/103791806.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Foreign portfolio investors outflows cross Rs 10k crore mark in September,https://timesofindia.indiatimes.com/business/india-business/foreign-portfolio-investors-outflows-cross-rs-10000-crore-mark-in-september/articleshow/103914335.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Household savings at 16-year low threaten India’s growth,https://timesofindia.indiatimes.com/business/india-business/household-savings-at-16-year-low-threaten-indias-growth/articleshow/103920327.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Russia 'closely monitoring' tense situation in Kosovo: Kremlin,https://timesofindia.indiatimes.com/world/europe/russia-closely-monitoring-tense-situation-in-kosovo-kremlin/articleshow/103930347.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Didn't Qualify CTET 2023? Here's What You Can Do,https://timesofindia.indiatimes.com/education/web-stories/didnt-qualify-ctet-2023-heres-what-you-can-do/photostory/103928218.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Sleeping on the job is the latest perk at new-age companies,https://timesascent.com/articles/Sleeping-on-the-job-is-the-latest-perk-at-new-age-companies/157229,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Do we need an HR Department for HR too?,https://timesascent.com/articles/Do-we-need-an-HR-Department-for-HR-too/157228,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
The next alarming trend in HR: Quick quitting,https://timesascent.com/articles/The-next-alarming-trend-in-HR-Quick-quitting/157227,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Why companies should give serious thoughts to moonlighting?,https://timesascent.com/articles/Why-companies-should-give-serious-thoughts-to-moonlighting/157226,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
10 foods that are naturally low in cholesterol,https://recipes.timesofindia.com/web-stories/10-foods-that-are-naturally-low-in-cholesterol/photostory/103919773.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Watch: How to make Chicken Noodles,https://recipes.timesofindia.com/videos/watch-how-to-make-chicken-noodles/videoshow/102774953.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Watch: 1-Minute Cookie Challenge,https://recipes.timesofindia.com/videos/watch-1-minute-cookie-challenge/videoshow/102745065.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Watch: How to make Vetrilai Nattukozhi,https://recipes.timesofindia.com/videos/watch-how-to-make-vetrilai-nattukozhi/videoshow/102685363.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Watch: How to make Blue Ice,https://recipes.timesofindia.com/videos/watch-how-to-make-blue-ice/videoshow/101374900.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Lebanese Garlic Sauce,https://recipes.timesofindia.com/recipes/lebanese-garlic-sauce/rs84466179.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Banana Cheela,https://recipes.timesofindia.com/recipes/banana-cheela/rs89586552.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Chamomile Milk,https://recipes.timesofindia.com/beverage/non-alcoholic/chamomile-milk/rs89584105.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Boondi Ke Laddoo,https://recipes.timesofindia.com/recipes/boondi-ke-laddoo/rs84608690.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Heart Choco Pops,https://recipes.timesofindia.com/recipes/heart-choco-pops/rs89561225.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"High cholesterol: Causes, symptoms and how it affects the body",https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/high-cholesterol-causes-symptoms-and-how-it-affects-the-body/photostory/103926826.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Pandemic driven by Disease X on its way,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/next-pandemic-driven-by-disease-x-already-on-its-way-may-kill-millions-more-report/articleshow/103924695.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
How Assefa trained to smash world record,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/training-secrets-of-tigist-assefa-new-womens-marathon-world-record-holder/photostory/103924253.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
5 common warning signs of lung disease,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/world-lung-day-5-common-warning-signs-of-lung-disease/photostory/103921478.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
This ancient biblical herb can fight cancer,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/this-ancient-biblical-herb-can-fight-cancer/photostory/103911288.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Only the sharpest brains can find the no. 9 ,https://timesofindia.indiatimes.com/life-style/health-fitness/de-stress/brain-teaser-find-the-number-9-in-under-10-seconds/articleshow/103639658.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
What happens when you eat walnuts every day?,https://timesofindia.indiatimes.com/life-style/health-fitness/diet/what-happens-to-your-body-when-you-eat-walnuts-every-day/photostory/103907653.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
5 red flag symptoms of liver disease on face,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/5-red-flag-symptoms-of-liver-disease-on-your-face/photostory/103907499.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
How much vitamin D you need as per your age,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/how-much-vitamin-d-you-need-as-per-your-age/photostory/103904580.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Why walking after a meal is recommended,https://timesofindia.indiatimes.com/life-style/health-fitness/fitness/why-walking-after-a-meal-is-recommended/articleshow/103886553.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
New dementia risk score can identify those at risk early,https://timesofindia.indiatimes.com/life-style/health-fitness/de-stress/a-new-dementia-risk-score-can-identify-individuals-at-risk-from-early-on-in-life/photostory/103814713.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Best ethnic looks of Nusraat Faria,https://timesofindia.indiatimes.com/tv/web-stories/bengali/best-ethnic-looks-of-nusraat-faria/photostory/103904204.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
​Parvathy's Niyuktha is a true diva off-screen,https://timesofindia.indiatimes.com/tv/web-stories/malayalam/parvathys-niyuktha-is-a-true-diva-off-screen/photostory/103910550.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
A look at the cutest 15 clicks of Bharti Singh and her son Golla,https://timesofindia.indiatimes.com/tv/web-stories/hindi/a-look-at-the-cutest-15-clicks-of-bharti-singh-and-her-son-golla/photostory/103911336.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
​In pics: Pranika Dhakshu’s stylish wardrobe collection​,https://timesofindia.indiatimes.com/tv/web-stories/tamil/in-pics-pranika-dhakshus-stylish-wardrobe-collection/photostory/103908694.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Mokshitha Pai's stunning looks take center stage,https://timesofindia.indiatimes.com/tv/web-stories/kannada/mokshitha-pais-stunning-looks-take-center-stage/photostory/103873983.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Aditi Dravid's latest saree looks will surely give you retro vibes,https://timesofindia.indiatimes.com/tv/web-stories/marathi/aditi-dravids-latest-saree-looks-will-surely-give-you-retro-vibes/photostory/103894322.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
​In Pictures: Deepthi Sunaina's Stylish Looks​,https://timesofindia.indiatimes.com/tv/web-stories/telugu/in-pictures-deepthi-sunainas-stylish-looks/photostory/103907700.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Charming pics of Ritabhari,https://timesofindia.indiatimes.com/tv/web-stories/bengali/charming-pics-of-ritabhari-chakraborty/photostory/103890130.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"2024 Kia Sonet facelift spied with Seltos-inspired tail lights, alloy wheels and more",https://timesofindia.indiatimes.com/auto/cars/2024-kia-sonet-facelift-spied-with-seltos-inspired-tail-lights-alloy-wheels-and-more/articleshow/103926485.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Top 10 highest selling bikes in August 2023: Hero Splendor to RE Classic 350,https://timesofindia.indiatimes.com/auto/web-stories/top-10-highest-selling-bikes-in-august-2023-hero-splendor-to-re-classic-350/photostory/103921578.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
EU auto association calls for action against post-Brexit inflation in European EV prices,https://timesofindia.indiatimes.com/auto/news/eu-auto-association-calls-for-action-against-post-brexit-inflation-in-european-ev-prices/articleshow/103922502.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
How Lenovo made the world's first Kiss Activated F1 trophy | TOI Auto,https://timesofindia.indiatimes.com/videos/auto/how-lenovo-made-the-worlds-first-kiss-activated-f1-trophy-toi-auto/videoshow/103921734.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
